,Time,Color,Move,Black,White
0, 0.015, X ,"(E, 3)",4,1
1, 0.015, O ,"(D, 3)",3,3
2, 0.021, X ,"(C, 2)",5,2
3, 0.025, O ,"(D, 2)",4,4
4, 0.035, X ,"(C, 1)",6,3
5, 0.034, O ,"(D, 1)",5,5
6, 0.038, X ,"(E, 1)",7,4
7, 0.045, O ,"(F, 2)",6,6
8, 0.070, X ,"(C, 4)",8,5
9, 0.066, O ,"(B, 3)",7,7
10, 0.082, X ,"(C, 3)",9,6
11, 0.044, O ,"(F, 3)",8,8
12, 0.063, X ,"(A, 3)",10,7
13, 0.035, O ,"(C, 5)",9,9
14, 0.061, X ,"(F, 4)",11,8
15, 0.079, O ,"(E, 6)",10,10
16, 0.083, X ,"(F, 5)",13,8
17, 0.093, O ,"(G, 5)",12,10
18, 0.123, X ,"(G, 3)",15,8
19, 0.067, O ,"(G, 4)",13,11
20, 0.057, X ,"(B, 5)",15,10
21, 0.079, O ,"(B, 4)",14,12
22, 0.066, X ,"(A, 5)",16,11
23, 0.064, O ,"(A, 4)",15,13
24, 0.073, X ,"(B, 6)",18,11
25, 0.074, O ,"(D, 6)",17,13
26, 0.090, X ,"(H, 4)",21,10
27, 0.093, O ,"(H, 3)",20,12
28, 0.098, X ,"(H, 6)",22,11
29, 0.087, O ,"(G, 6)",21,13
30, 0.092, X ,"(C, 6)",25,10
31, 0.062, O ,"(H, 5)",24,12
32, 0.052, X ,"(C, 7)",27,10
33, 0.072, O ,"(D, 7)",25,13
34, 0.067, X ,"(A, 6)",27,12
35, 0.062, O ,"(E, 7)",25,15
36, 0.063, X ,"(D, 8)",28,13
37, 0.061, O ,"(E, 8)",27,15
38, 0.050, X ,"(F, 7)",31,12
39, 0.053, O ,"(F, 6)",29,15
40, 0.056, X ,"(F, 8)",31,14
41, 0.048, O ,"(C, 8)",29,17
42, 0.016, X ,"(H, 2)",33,14
43, 0.046, O ,"(B, 2)",29,19
44, 0.039, X ,"(B, 8)",34,15
45, 0.027, O ,"(E, 2)",28,22
46, 0.019, X ,"(F, 1)",30,21
47, 0.037, O ,"(G, 7)",28,24
48, 0.019, X ,"(G, 2)",31,22
49, 0.014, O ,"(H, 1)",27,27
50, 0.011, X ,"(G, 1)",29,26
51, 0.014, O ,"(B, 1)",24,32
52, 0.006, X ,"(B, 7)",29,28
53, 0.007, O ,"(H, 7)",24,34
54, 0.004, X ,"(A, 2)",29,30
55, 0.002, O ,"(A, 1)",26,34
56, 0.002, X ,"(G, 8)",33,28
57, 0.002, O ,"(A, 8)",27,35
58, 0.000, X ,"(A, 7)",29,34
59, 0.000, O ,"(H, 8)",22,42
