,Time,Color,Move,Black,White
0, 0.095, X ,"(E, 3)",4,1
1, 0.163, O ,"(F, 5)",3,3
2, 0.222, X ,"(C, 6)",5,2
3, 0.182, O ,"(E, 2)",3,5
4, 0.191, X ,"(F, 2)",5,4
5, 0.367, O ,"(C, 3)",4,6
6, 0.522, X ,"(D, 2)",6,5
7, 0.257, O ,"(E, 1)",3,9
8, 0.428, X ,"(D, 3)",5,8
9, 0.594, O ,"(D, 6)",2,12
10, 0.778, X ,"(E, 6)",4,11
11, 0.506, O ,"(G, 3)",3,13
12, 0.563, X ,"(C, 4)",5,12
13, 0.631, O ,"(B, 4)",4,14
14, 0.732, X ,"(B, 3)",6,13
15, 0.905, O ,"(B, 5)",5,15
16, 1.568, X ,"(A, 4)",7,14
17, 1.054, O ,"(A, 3)",6,16
18, 0.987, X ,"(F, 3)",8,15
19, 0.987, O ,"(A, 6)",7,17
20, 1.250, X ,"(H, 3)",9,16
21, 0.863, O ,"(A, 5)",8,18
22, 0.914, X ,"(C, 2)",10,17
23, 1.332, O ,"(C, 1)",9,19
24, 0.760, X ,"(F, 4)",11,18
25, 0.942, O ,"(G, 4)",8,22
26, 1.308, X ,"(G, 6)",11,20
27, 1.163, O ,"(H, 4)",10,22
28, 0.693, X ,"(H, 5)",12,21
29, 0.636, O ,"(E, 7)",9,25
30, 1.178, X ,"(F, 6)",11,24
31, 0.895, O ,"(C, 7)",10,26
32, 1.163, X ,"(D, 7)",12,25
33, 0.948, O ,"(E, 8)",10,28
34, 0.911, X ,"(B, 6)",12,27
35, 0.494, O ,"(H, 6)",6,34
36, 0.754, X ,"(F, 7)",10,31
37, 0.535, O ,"(C, 5)",9,33
38, 0.598, X ,"(D, 1)",14,29
39, 0.545, O ,"(F, 1)",12,32
40, 0.883, X ,"(G, 5)",15,30
41, 0.933, O ,"(F, 8)",10,36
42, 0.312, X ,"(H, 7)",12,35
43, 0.076, O ,"(G, 7)",9,39
44, 0.195, X ,"(D, 8)",18,31
45, 0.063, O ,"(C, 8)",15,35
46, 0.188, X ,"(H, 8)",17,34
47, 0.042, O ,"(G, 8)",16,36
48, 0.120, X ,"(H, 2)",20,33
49, 0.029, O ,"(G, 2)",19,35
50, 0.067, X ,"(H, 1)",23,32
51, 0.019, O ,"(G, 1)",22,34
52, 0.041, X ,"(B, 8)",29,28
53, 0.009, O ,"(B, 7)",28,30
54, 0.013, X ,"(A, 8)",31,28
55, 0.004, O ,"(A, 7)",30,30
56, 0.003, X ,"(A, 2)",38,23
57, 0.001, O ,"(B, 2)",37,25
58, 0.000, X ,"(A, 1)",40,23
59, 0.001, O ,"(B, 1)",39,25
