,Time,Color,Move,Black,White
0, 0.011, X ,"(E, 3)",4,1
1, 0.005, O ,"(D, 3)",3,3
2, 0.007, X ,"(C, 2)",5,2
3, 0.013, O ,"(D, 2)",4,4
4, 0.011, X ,"(C, 1)",6,3
5, 0.011, O ,"(D, 1)",5,5
6, 0.010, X ,"(E, 1)",7,4
7, 0.009, O ,"(F, 2)",6,6
8, 0.018, X ,"(G, 3)",8,5
9, 0.019, O ,"(F, 3)",7,7
10, 0.016, X ,"(F, 5)",10,5
11, 0.013, O ,"(F, 4)",9,7
12, 0.010, X ,"(C, 3)",12,5
13, 0.018, O ,"(C, 5)",11,7
14, 0.010, X ,"(E, 2)",14,5
15, 0.012, O ,"(F, 1)",13,7
16, 0.014, X ,"(C, 4)",15,6
17, 0.019, O ,"(H, 3)",14,8
18, 0.020, X ,"(G, 5)",16,7
19, 0.015, O ,"(D, 6)",14,10
20, 0.021, X ,"(G, 4)",17,8
21, 0.017, O ,"(H, 5)",15,11
22, 0.028, X ,"(H, 4)",18,9
23, 0.012, O ,"(B, 5)",15,13
24, 0.015, X ,"(B, 4)",17,12
25, 0.014, O ,"(A, 3)",16,14
26, 0.020, X ,"(A, 5)",18,13
27, 0.008, O ,"(B, 3)",15,17
28, 0.015, X ,"(H, 6)",18,15
29, 0.007, O ,"(G, 2)",15,19
30, 0.015, X ,"(F, 6)",18,17
31, 0.015, O ,"(E, 6)",15,21
32, 0.016, X ,"(B, 6)",17,20
33, 0.022, O ,"(C, 6)",16,22
34, 0.014, X ,"(D, 7)",19,20
35, 0.016, O ,"(D, 8)",15,25
36, 0.010, X ,"(G, 6)",19,22
37, 0.015, O ,"(H, 2)",17,25
38, 0.010, X ,"(H, 1)",22,21
39, 0.008, O ,"(G, 1)",21,23
40, 0.010, X ,"(A, 6)",24,21
41, 0.007, O ,"(A, 4)",23,23
42, 0.010, X ,"(E, 7)",26,21
43, 0.007, O ,"(F, 8)",25,23
44, 0.007, X ,"(E, 8)",27,22
45, 0.006, O ,"(F, 7)",23,27
46, 0.005, X ,"(C, 8)",29,22
47, 0.007, O ,"(C, 7)",28,24
48, 0.007, X ,"(A, 2)",32,21
49, 0.014, O ,"(B, 8)",29,25
50, 0.005, X ,"(B, 2)",32,23
51, 0.003, O ,"(A, 1)",28,28
52, 0.003, X ,"(B, 1)",30,27
53, 0.003, O ,"(A, 7)",24,34
54, 0.002, X ,"(G, 8)",26,33
55, 0.002, O ,"(H, 8)",25,35
56, 0.001, X ,"(G, 7)",30,31
57, 0.001, O ,"(H, 7)",28,34
58, 0.003, X ,"(B, 7)",34,29
59, 0.000, O ,"(A, 8)",29,35
