,Time,Color,Move,Black,White
0, 0.019, X ,"(E, 3)",4,1
1, 0.015, O ,"(D, 3)",3,3
2, 0.022, X ,"(C, 2)",5,2
3, 0.027, O ,"(D, 2)",4,4
4, 0.038, X ,"(C, 1)",6,3
5, 0.037, O ,"(D, 1)",5,5
6, 0.043, X ,"(E, 1)",7,4
7, 0.049, O ,"(F, 2)",6,6
8, 0.070, X ,"(C, 4)",8,5
9, 0.083, O ,"(B, 3)",7,7
10, 0.098, X ,"(C, 3)",9,6
11, 0.045, O ,"(F, 3)",8,8
12, 0.066, X ,"(A, 3)",10,7
13, 0.039, O ,"(C, 5)",9,9
14, 0.065, X ,"(F, 4)",11,8
15, 0.075, O ,"(E, 6)",10,10
16, 0.106, X ,"(F, 5)",13,8
17, 0.104, O ,"(G, 5)",12,10
18, 0.141, X ,"(G, 3)",15,8
19, 0.083, O ,"(G, 4)",13,11
20, 0.066, X ,"(B, 5)",15,10
21, 0.085, O ,"(B, 4)",14,12
22, 0.076, X ,"(A, 5)",16,11
23, 0.070, O ,"(A, 4)",15,13
24, 0.083, X ,"(B, 6)",18,11
25, 0.086, O ,"(D, 6)",17,13
26, 0.110, X ,"(H, 4)",21,10
27, 0.100, O ,"(H, 3)",20,12
28, 0.112, X ,"(H, 6)",22,11
29, 0.100, O ,"(G, 6)",21,13
30, 0.105, X ,"(C, 6)",25,10
31, 0.093, O ,"(H, 5)",24,12
32, 0.061, X ,"(C, 7)",27,10
33, 0.064, O ,"(D, 7)",25,13
34, 0.074, X ,"(A, 6)",27,12
35, 0.069, O ,"(E, 7)",25,15
36, 0.075, X ,"(D, 8)",28,13
37, 0.082, O ,"(E, 8)",27,15
38, 0.062, X ,"(F, 7)",31,12
39, 0.061, O ,"(F, 6)",29,15
40, 0.057, X ,"(F, 8)",31,14
41, 0.054, O ,"(C, 8)",29,17
42, 0.018, X ,"(H, 2)",33,14
43, 0.052, O ,"(B, 2)",29,19
44, 0.043, X ,"(B, 8)",34,15
45, 0.035, O ,"(A, 2)",33,17
46, 0.013, X ,"(A, 1)",40,11
47, 0.047, O ,"(E, 2)",36,16
48, 0.013, X ,"(F, 1)",38,15
49, 0.022, O ,"(B, 1)",35,19
50, 0.044, X ,"(G, 2)",38,17
51, 0.031, O ,"(H, 1)",34,22
52, 0.005, X ,"(G, 1)",36,21
53, 0.017, O ,"(H, 7)",31,27
54, 0.009, X ,"(B, 7)",36,23
55, 0.007, O ,"(A, 8)",30,30
56, 0.002, X ,"(A, 7)",32,29
57, 0.002, O ,"(G, 8)",26,36
58, 0.000, X ,"(G, 7)",33,30
59, 0.001, O ,"(H, 8)",28,36
