,Time,Color,Move,Black,White
0, 0.015, X ,"(E, 3)",4,1
1, 0.019, O ,"(D, 3)",3,3
2, 0.022, X ,"(C, 2)",5,2
3, 0.022, O ,"(D, 2)",4,4
4, 0.044, X ,"(C, 1)",6,3
5, 0.032, O ,"(D, 1)",5,5
6, 0.036, X ,"(E, 1)",7,4
7, 0.043, O ,"(F, 2)",6,6
8, 0.053, X ,"(D, 6)",11,2
9, 0.018, O ,"(C, 3)",10,4
10, 0.044, X ,"(E, 2)",12,3
11, 0.060, O ,"(F, 1)",11,5
12, 0.063, X ,"(B, 3)",14,3
13, 0.036, O ,"(C, 4)",13,5
14, 0.044, X ,"(F, 3)",15,4
15, 0.084, O ,"(F, 5)",14,6
16, 0.074, X ,"(G, 6)",18,3
17, 0.059, O ,"(E, 6)",17,5
18, 0.082, X ,"(B, 4)",19,4
19, 0.103, O ,"(F, 4)",18,6
20, 0.078, X ,"(G, 4)",21,4
21, 0.095, O ,"(C, 5)",19,7
22, 0.089, X ,"(C, 6)",22,5
23, 0.098, O ,"(G, 3)",21,7
24, 0.053, X ,"(H, 3)",25,4
25, 0.068, O ,"(A, 4)",23,7
26, 0.055, X ,"(A, 3)",25,6
27, 0.081, O ,"(C, 7)",23,9
28, 0.082, X ,"(C, 8)",28,5
29, 0.069, O ,"(B, 6)",25,9
30, 0.060, X ,"(A, 5)",28,7
31, 0.101, O ,"(A, 6)",27,9
32, 0.052, X ,"(E, 7)",31,6
33, 0.060, O ,"(D, 7)",29,9
34, 0.035, X ,"(D, 8)",34,5
35, 0.044, O ,"(B, 5)",31,9
36, 0.021, X ,"(G, 1)",34,7
37, 0.037, O ,"(F, 6)",32,10
38, 0.029, X ,"(F, 7)",35,8
39, 0.052, O ,"(F, 8)",34,10
40, 0.027, X ,"(E, 8)",36,9
41, 0.040, O ,"(G, 2)",32,14
42, 0.031, X ,"(A, 7)",35,12
43, 0.041, O ,"(B, 8)",31,17
44, 0.015, X ,"(H, 2)",35,14
45, 0.024, O ,"(H, 1)",34,16
46, 0.005, X ,"(B, 7)",36,15
47, 0.016, O ,"(A, 8)",35,17
48, 0.021, O ,"(G, 8)",33,20
49, 0.004, X ,"(G, 7)",35,19
50, 0.011, O ,"(B, 1)",29,26
51, 0.002, X ,"(B, 2)",31,25
52, 0.012, O ,"(H, 5)",28,29
53, 0.007, X ,"(H, 6)",30,28
54, 0.006, O ,"(H, 4)",26,33
55, 0.004, O ,"(G, 5)",17,43
56, 0.002, X ,"(H, 8)",21,40
57, 0.000, O ,"(H, 7)",19,43
58, 0.001, O ,"(A, 1)",14,49
59, 0.000, X ,"(A, 2)",16,48
