,Time,Color,Move,Black,White
0, 0.006, X ,"(E, 3)",4,1
1, 0.006, O ,"(D, 3)",3,3
2, 0.008, X ,"(C, 2)",5,2
3, 0.008, O ,"(D, 2)",4,4
4, 0.008, X ,"(C, 1)",6,3
5, 0.010, O ,"(D, 1)",5,5
6, 0.008, X ,"(E, 1)",7,4
7, 0.010, O ,"(F, 2)",6,6
8, 0.011, X ,"(G, 3)",8,5
9, 0.013, O ,"(F, 3)",7,7
10, 0.009, X ,"(F, 5)",10,5
11, 0.013, O ,"(F, 4)",9,7
12, 0.008, X ,"(C, 3)",12,5
13, 0.018, O ,"(C, 5)",11,7
14, 0.007, X ,"(E, 2)",14,5
15, 0.013, O ,"(F, 1)",13,7
16, 0.012, X ,"(C, 4)",15,6
17, 0.017, O ,"(H, 3)",14,8
18, 0.015, X ,"(G, 5)",16,7
19, 0.012, O ,"(D, 6)",14,10
20, 0.015, X ,"(G, 4)",17,8
21, 0.015, O ,"(H, 5)",15,11
22, 0.016, X ,"(G, 1)",18,9
23, 0.010, O ,"(B, 3)",13,15
24, 0.015, X ,"(B, 2)",15,14
25, 0.005, O ,"(A, 1)",12,18
26, 0.017, X ,"(A, 3)",14,17
27, 0.004, O ,"(B, 1)",12,20
28, 0.016, X ,"(H, 2)",14,19
29, 0.010, O ,"(H, 1)",8,26
30, 0.012, X ,"(G, 2)",10,25
31, 0.003, O ,"(H, 4)",5,31
32, 0.007, X ,"(A, 2)",8,29
33, 0.005, O ,"(A, 4)",6,32
34, 0.006, X ,"(B, 4)",9,30
35, 0.003, O ,"(A, 5)",6,34
36, 0.005, X ,"(B, 5)",10,31
37, 0.004, O ,"(C, 6)",9,33
38, 0.008, X ,"(A, 6)",11,32
39, 0.004, O ,"(B, 6)",7,37
40, 0.005, X ,"(F, 6)",10,35
41, 0.006, O ,"(G, 6)",9,37
42, 0.005, X ,"(H, 6)",12,35
43, 0.007, O ,"(E, 7)",10,38
44, 0.004, X ,"(F, 7)",13,36
45, 0.004, O ,"(F, 8)",8,42
46, 0.006, X ,"(E, 6)",17,34
47, 0.005, O ,"(C, 7)",13,39
48, 0.004, X ,"(A, 7)",17,36
49, 0.004, O ,"(A, 8)",15,39
50, 0.004, X ,"(D, 8)",18,37
51, 0.005, O ,"(E, 8)",16,40
52, 0.002, X ,"(G, 8)",21,36
53, 0.003, O ,"(D, 7)",20,38
54, 0.002, X ,"(B, 7)",22,37
55, 0.002, O ,"(C, 8)",17,43
56, 0.001, X ,"(B, 8)",20,41
57, 0.001, O ,"(H, 7)",18,44
58, 0.000, X ,"(G, 7)",23,40
59, 0.001, O ,"(H, 8)",15,49
