,Time,Color,Move,Black,White
0, 0.013, X ,"(E, 3)",4,1
1, 0.013, O ,"(D, 3)",3,3
2, 0.021, X ,"(C, 2)",5,2
3, 0.023, O ,"(D, 2)",4,4
4, 0.034, X ,"(C, 1)",6,3
5, 0.026, O ,"(B, 1)",5,5
6, 0.023, X ,"(A, 1)",7,4
7, 0.022, O ,"(D, 1)",6,6
8, 0.017, X ,"(E, 1)",8,5
9, 0.020, O ,"(F, 2)",7,7
10, 0.031, X ,"(E, 2)",9,6
11, 0.020, O ,"(F, 1)",8,8
12, 0.049, X ,"(B, 3)",10,7
13, 0.025, O ,"(B, 2)",9,9
14, 0.052, X ,"(A, 3)",11,8
15, 0.034, O ,"(A, 2)",10,10
16, 0.052, X ,"(F, 3)",12,9
17, 0.041, O ,"(B, 4)",11,11
18, 0.065, X ,"(G, 3)",13,10
19, 0.032, O ,"(F, 6)",12,12
20, 0.067, X ,"(E, 6)",14,11
21, 0.035, O ,"(A, 4)",13,13
22, 0.080, X ,"(C, 6)",15,12
23, 0.031, O ,"(F, 5)",14,14
24, 0.076, X ,"(C, 4)",16,13
25, 0.035, O ,"(G, 1)",14,16
26, 0.035, X ,"(H, 1)",17,14
27, 0.040, O ,"(G, 2)",16,16
28, 0.041, X ,"(H, 3)",18,15
29, 0.047, O ,"(H, 2)",17,17
30, 0.042, X ,"(G, 5)",19,16
31, 0.046, O ,"(C, 3)",18,18
32, 0.030, X ,"(G, 4)",20,17
33, 0.050, O ,"(B, 5)",19,19
34, 0.032, X ,"(G, 6)",21,18
35, 0.028, O ,"(F, 4)",19,21
36, 0.015, X ,"(H, 4)",22,19
37, 0.036, O ,"(D, 6)",20,22
38, 0.036, X ,"(C, 7)",24,19
39, 0.050, O ,"(B, 7)",23,21
40, 0.035, X ,"(B, 6)",29,16
41, 0.027, O ,"(A, 5)",28,18
42, 0.020, X ,"(A, 6)",33,14
43, 0.027, O ,"(D, 7)",31,17
44, 0.018, X ,"(A, 8)",33,16
45, 0.017, O ,"(H, 5)",27,23
46, 0.016, X ,"(H, 6)",33,18
47, 0.011, O ,"(C, 5)",32,20
48, 0.014, X ,"(C, 8)",40,13
49, 0.009, O ,"(A, 7)",38,16
50, 0.003, X ,"(E, 7)",42,13
51, 0.011, O ,"(H, 7)",41,15
52, 0.011, X ,"(H, 8)",43,14
53, 0.007, O ,"(B, 8)",40,18
54, 0.008, X ,"(D, 8)",43,16
55, 0.006, O ,"(F, 8)",42,18
56, 0.003, X ,"(G, 7)",44,17
57, 0.003, O ,"(G, 8)",41,21
58, 0.001, X ,"(E, 8)",45,18
59, 0.000, O ,"(F, 7)",40,24
